Visitor/Neutral,Home/Neutral,Date,Start (ET),PTS,PTS
Chicago Bulls,Charlotte Hornets,Mon Mar 13 2017,7:00 pm,115,109
Los Angeles Lakers,Denver Nuggets,Mon Mar 13 2017,10:30 pm,101,129
Milwaukee Bucks,Memphis Grizzlies,Mon Mar 13 2017,8:00 pm,93,113
Washington Wizards,Minnesota Timberwolves,Mon Mar 13 2017,8:00 pm,104,119
Orlando Magic,Sacramento Kings,Mon Mar 13 2017,10:30 pm,115,120
Atlanta Hawks,San Antonio Spurs,Mon Mar 13 2017,8:00 pm,99,107
Dallas Mavericks,Toronto Raptors,Mon Mar 13 2017,7:30 pm,78,100
Los Angeles Clippers,Utah Jazz,Mon Mar 13 2017,9:00 pm,108,114
Oklahoma City Thunder,Brooklyn Nets,Tue Mar 14 2017,7:30 pm,122,104
Detroit Pistons,Cleveland Cavaliers,Tue Mar 14 2017,7:00 pm,96,128
Philadelphia 76ers,Golden State Warriors,Tue Mar 14 2017,10:30 pm,104,106
Portland Trail Blazers,New Orleans Pelicans,Tue Mar 14 2017,8:00 pm,77,100
Indiana Pacers,New York Knicks,Tue Mar 14 2017,7:30 pm,81,87
Minnesota Timberwolves,Boston Celtics,Wed Mar 15 2017,7:30 pm,104,117
Memphis Grizzlies,Chicago Bulls,Wed Mar 15 2017,8:00 pm,98,91
Utah Jazz,Detroit Pistons,Wed Mar 15 2017,7:30 pm,97,83
Los Angeles Lakers,Houston Rockets,Wed Mar 15 2017,8:00 pm,100,139
Charlotte Hornets,Indiana Pacers,Wed Mar 15 2017,7:00 pm,77,98
Milwaukee Bucks,Los Angeles Clippers,Wed Mar 15 2017,10:30 pm,97,96
New Orleans Pelicans,Miami Heat,Wed Mar 15 2017,7:30 pm,112,120
Sacramento Kings,Phoenix Suns,Wed Mar 15 2017,10:00 pm,107,101
Portland Trail Blazers,San Antonio Spurs,Wed Mar 15 2017,8:00 pm,110,106
Dallas Mavericks,Washington Wizards,Wed Mar 15 2017,7:00 pm,112,107
Memphis Grizzlies,Atlanta Hawks,Thu Mar 16 2017,7:30 pm,103,91
Utah Jazz,Cleveland Cavaliers,Thu Mar 16 2017,7:00 pm,83,91
Los Angeles Clippers,Denver Nuggets,Thu Mar 16 2017,9:00 pm,114,129
Orlando Magic,Golden State Warriors,Thu Mar 16 2017,10:30 pm,92,122
Brooklyn Nets,New York Knicks,Thu Mar 16 2017,7:30 pm,121,110
Oklahoma City Thunder,Toronto Raptors,Thu Mar 16 2017,7:00 pm,123,102
Boston Celtics,Brooklyn Nets,Fri Mar 17 2017,7:30 pm,98,95
Toronto Raptors,Detroit Pistons,Fri Mar 17 2017,7:30 pm,87,75
Milwaukee Bucks,Los Angeles Lakers,Fri Mar 17 2017,10:30 pm,107,103
Minnesota Timberwolves,Miami Heat,Fri Mar 17 2017,8:00 pm,105,123
Houston Rockets,New Orleans Pelicans,Fri Mar 17 2017,8:00 pm,112,128
Dallas Mavericks,Philadelphia 76ers,Fri Mar 17 2017,7:00 pm,74,116
Orlando Magic,Phoenix Suns,Fri Mar 17 2017,10:00 pm,109,103
Chicago Bulls,Washington Wizards,Fri Mar 17 2017,7:00 pm,107,112
Portland Trail Blazers,Atlanta Hawks,Sat Mar 18 2017,6:00 pm,113,97
Utah Jazz,Chicago Bulls,Sat Mar 18 2017,9:00 pm,86,95
Washington Wizards,Charlotte Hornets,Sat Mar 18 2017,7:00 pm,93,98
Houston Rockets,Denver Nuggets,Sat Mar 18 2017,9:30 pm,109,105
Milwaukee Bucks,Golden State Warriors,Sat Mar 18 2017,10:30 pm,92,117
Cleveland Cavaliers,Los Angeles Clippers,Sat Mar 18 2017,8:30 pm,78,108
San Antonio Spurs,Memphis Grizzlies,Sat Mar 18 2017,9:00 pm,96,104
Sacramento Kings,Oklahoma City Thunder,Sat Mar 18 2017,3:00 pm,94,110
Dallas Mavericks,Brooklyn Nets,Sun Mar 19 2017,12:00 pm,111,104
Phoenix Suns,Detroit Pistons,Sun Mar 19 2017,4:30 pm,95,112
Cleveland Cavaliers,Los Angeles Lakers,Sun Mar 19 2017,9:30 pm,125,120
Portland Trail Blazers,Miami Heat,Sun Mar 19 2017,6:00 pm,115,104
Minnesota Timberwolves,New Orleans Pelicans,Sun Mar 19 2017,6:00 pm,109,123
Boston Celtics,Philadelphia 76ers,Sun Mar 19 2017,1:00 pm,99,105
Sacramento Kings,San Antonio Spurs,Sun Mar 19 2017,7:00 pm,102,118
Indiana Pacers,Toronto Raptors,Sun Mar 19 2017,6:00 pm,91,116
Washington Wizards,Boston Celtics,Mon Mar 20 2017,7:30 pm,102,110
Atlanta Hawks,Charlotte Hornets,Mon Mar 20 2017,7:00 pm,90,105
Denver Nuggets,Houston Rockets,Mon Mar 20 2017,8:00 pm,124,125
Utah Jazz,Indiana Pacers,Mon Mar 20 2017,7:00 pm,100,107
New York Knicks,Los Angeles Clippers,Mon Mar 20 2017,10:30 pm,105,114
Golden State Warriors,Oklahoma City Thunder,Mon Mar 20 2017,8:00 pm,111,95
Philadelphia 76ers,Orlando Magic,Mon Mar 20 2017,7:00 pm,109,112
Detroit Pistons,Brooklyn Nets,Tue Mar 21 2017,7:30 pm,96,98
Golden State Warriors,Dallas Mavericks,Tue Mar 21 2017,8:30 pm,112,87
Los Angeles Clippers,Los Angeles Lakers,Tue Mar 21 2017,10:30 pm,133,109
Phoenix Suns,Miami Heat,Tue Mar 21 2017,7:30 pm,97,112
San Antonio Spurs,Minnesota Timberwolves,Tue Mar 21 2017,9:30 pm,100,93
Memphis Grizzlies,New Orleans Pelicans,Tue Mar 21 2017,8:00 pm,82,95
Milwaukee Bucks,Portland Trail Blazers,Tue Mar 21 2017,10:00 pm,93,90
Chicago Bulls,Toronto Raptors,Tue Mar 21 2017,7:00 pm,120,122
Indiana Pacers,Boston Celtics,Wed Mar 22 2017,7:30 pm,100,109
Detroit Pistons,Chicago Bulls,Wed Mar 22 2017,8:00 pm,95,117
Cleveland Cavaliers,Denver Nuggets,Wed Mar 22 2017,9:00 pm,113,126
Philadelphia 76ers,Oklahoma City Thunder,Wed Mar 22 2017,8:00 pm,97,122
Charlotte Hornets,Orlando Magic,Wed Mar 22 2017,7:00 pm,109,102
Milwaukee Bucks,Sacramento Kings,Wed Mar 22 2017,10:30 pm,116,98
New York Knicks,Utah Jazz,Wed Mar 22 2017,10:30 pm,101,108
Atlanta Hawks,Washington Wizards,Wed Mar 22 2017,8:00 pm,100,104
Phoenix Suns,Brooklyn Nets,Thu Mar 23 2017,7:30 pm,98,126
Los Angeles Clippers,Dallas Mavericks,Thu Mar 23 2017,8:30 pm,95,97
Toronto Raptors,Miami Heat,Thu Mar 23 2017,7:30 pm,101,84
New York Knicks,Portland Trail Blazers,Thu Mar 23 2017,10:00 pm,95,110
Memphis Grizzlies,San Antonio Spurs,Thu Mar 23 2017,8:30 pm,90,97
Phoenix Suns,Boston Celtics,Fri Mar 24 2017,7:30 pm,120,130
Philadelphia 76ers,Chicago Bulls,Fri Mar 24 2017,8:00 pm,117,107
Cleveland Cavaliers,Charlotte Hornets,Fri Mar 24 2017,7:00 pm,112,105
Sacramento Kings,Golden State Warriors,Fri Mar 24 2017,10:30 pm,100,114
New Orleans Pelicans,Houston Rockets,Fri Mar 24 2017,8:00 pm,107,117
Denver Nuggets,Indiana Pacers,Fri Mar 24 2017,7:00 pm,125,117
Minnesota Timberwolves,Los Angeles Lakers,Fri Mar 24 2017,10:30 pm,119,130
Atlanta Hawks,Milwaukee Bucks,Fri Mar 24 2017,8:00 pm,97,100
Detroit Pistons,Orlando Magic,Fri Mar 24 2017,7:00 pm,87,115
Brooklyn Nets,Washington Wizards,Fri Mar 24 2017,7:00 pm,108,129
Washington Wizards,Cleveland Cavaliers,Sat Mar 25 2017,7:30 pm,127,115
Toronto Raptors,Dallas Mavericks,Sat Mar 25 2017,8:30 pm,94,86
Utah Jazz,Los Angeles Clippers,Sat Mar 25 2017,3:30 pm,95,108
Minnesota Timberwolves,Portland Trail Blazers,Sat Mar 25 2017,10:00 pm,100,112
New York Knicks,San Antonio Spurs,Sat Mar 25 2017,8:30 pm,98,106
Brooklyn Nets,Atlanta Hawks,Sun Mar 26 2017,1:00 pm,107,92
Miami Heat,Boston Celtics,Sun Mar 26 2017,6:00 pm,108,112
Phoenix Suns,Charlotte Hornets,Sun Mar 26 2017,1:00 pm,106,120
New Orleans Pelicans,Denver Nuggets,Sun Mar 26 2017,8:00 pm,115,90
Memphis Grizzlies,Golden State Warriors,Sun Mar 26 2017,8:00 pm,94,106
Oklahoma City Thunder,Houston Rockets,Sun Mar 26 2017,3:30 pm,125,137
Philadelphia 76ers,Indiana Pacers,Sun Mar 26 2017,6:00 pm,94,107
Sacramento Kings,Los Angeles Clippers,Sun Mar 26 2017,3:30 pm,98,97
Portland Trail Blazers,Los Angeles Lakers,Sun Mar 26 2017,9:30 pm,97,81
Chicago Bulls,Milwaukee Bucks,Sun Mar 26 2017,3:30 pm,109,94
Oklahoma City Thunder,Dallas Mavericks,Mon Mar 27 2017,8:30 pm,92,91
Detroit Pistons,New York Knicks,Mon Mar 27 2017,7:30 pm,95,109
Memphis Grizzlies,Sacramento Kings,Mon Mar 27 2017,10:30 pm,90,91
Cleveland Cavaliers,San Antonio Spurs,Mon Mar 27 2017,8:00 pm,74,103
Orlando Magic,Toronto Raptors,Mon Mar 27 2017,7:30 pm,112,131
New Orleans Pelicans,Utah Jazz,Mon Mar 27 2017,10:30 pm,100,108
Phoenix Suns,Atlanta Hawks,Tue Mar 28 2017,7:30 pm,91,95
Philadelphia 76ers,Brooklyn Nets,Tue Mar 28 2017,7:30 pm,106,101
Milwaukee Bucks,Charlotte Hornets,Tue Mar 28 2017,7:00 pm,118,108
Miami Heat,Detroit Pistons,Tue Mar 28 2017,7:30 pm,97,96
Golden State Warriors,Houston Rockets,Tue Mar 28 2017,8:00 pm,113,106
Minnesota Timberwolves,Indiana Pacers,Tue Mar 28 2017,7:00 pm,115,114
Washington Wizards,Los Angeles Lakers,Tue Mar 28 2017,10:30 pm,119,108
Denver Nuggets,Portland Trail Blazers,Tue Mar 28 2017,10:00 pm,113,122
Milwaukee Bucks,Boston Celtics,Wed Mar 29 2017,7:30 pm,103,100
Washington Wizards,Los Angeles Clippers,Wed Mar 29 2017,10:30 pm,124,133
Indiana Pacers,Memphis Grizzlies,Wed Mar 29 2017,8:00 pm,97,110
Dallas Mavericks,New Orleans Pelicans,Wed Mar 29 2017,8:00 pm,118,121
Miami Heat,New York Knicks,Wed Mar 29 2017,7:30 pm,105,88
Oklahoma City Thunder,Orlando Magic,Wed Mar 29 2017,7:00 pm,114,106
Atlanta Hawks,Philadelphia 76ers,Wed Mar 29 2017,7:00 pm,99,92
Utah Jazz,Sacramento Kings,Wed Mar 29 2017,10:30 pm,112,82
Golden State Warriors,San Antonio Spurs,Wed Mar 29 2017,9:30 pm,110,98
Charlotte Hornets,Toronto Raptors,Wed Mar 29 2017,7:30 pm,110,106
Cleveland Cavaliers,Chicago Bulls,Thu Mar 30 2017,8:00 pm,93,99
Brooklyn Nets,Detroit Pistons,Thu Mar 30 2017,7:30 pm,89,90
Los Angeles Lakers,Minnesota Timberwolves,Thu Mar 30 2017,8:00 pm,104,119
Los Angeles Clippers,Phoenix Suns,Thu Mar 30 2017,10:00 pm,124,118
Houston Rockets,Portland Trail Blazers,Thu Mar 30 2017,10:30 pm,107,117
Orlando Magic,Boston Celtics,Fri Mar 31 2017,7:30 pm,116,117
Denver Nuggets,Charlotte Hornets,Fri Mar 31 2017,7:00 pm,114,122
Philadelphia 76ers,Cleveland Cavaliers,Fri Mar 31 2017,7:30 pm,105,122
Houston Rockets,Golden State Warriors,Fri Mar 31 2017,10:30 pm,98,107
Dallas Mavericks,Memphis Grizzlies,Fri Mar 31 2017,8:00 pm,90,99
New York Knicks,Miami Heat,Fri Mar 31 2017,8:00 pm,98,94
Detroit Pistons,Milwaukee Bucks,Fri Mar 31 2017,8:00 pm,105,108
Sacramento Kings,New Orleans Pelicans,Fri Mar 31 2017,8:00 pm,89,117
San Antonio Spurs,Oklahoma City Thunder,Fri Mar 31 2017,8:00 pm,100,95
Indiana Pacers,Toronto Raptors,Fri Mar 31 2017,7:00 pm,100,111
Washington Wizards,Utah Jazz,Fri Mar 31 2017,9:00 pm,88,95
Orlando Magic,Brooklyn Nets,Sat Apr 1 2017,6:00 pm,111,121
Atlanta Hawks,Chicago Bulls,Sat Apr 1 2017,5:00 pm,104,106
Los Angeles Lakers,Los Angeles Clippers,Sat Apr 1 2017,3:30 pm,104,115
Sacramento Kings,Minnesota Timberwolves,Sat Apr 1 2017,8:00 pm,123,117
Phoenix Suns,Portland Trail Blazers,Sat Apr 1 2017,10:00 pm,117,130
Atlanta Hawks,Brooklyn Nets,Sun Apr 2 2017,6:00 pm,82,91
Indiana Pacers,Cleveland Cavaliers,Sun Apr 2 2017,6:00 pm,130,135
Washington Wizards,Golden State Warriors,Sun Apr 2 2017,8:00 pm,115,139
Memphis Grizzlies,Los Angeles Lakers,Sun Apr 2 2017,3:30 pm,103,108
Denver Nuggets,Miami Heat,Sun Apr 2 2017,6:00 pm,116,113
Dallas Mavericks,Milwaukee Bucks,Sun Apr 2 2017,3:30 pm,109,105
Chicago Bulls,New Orleans Pelicans,Sun Apr 2 2017,6:00 pm,117,110
Boston Celtics,New York Knicks,Sun Apr 2 2017,1:00 pm,110,94
Charlotte Hornets,Oklahoma City Thunder,Sun Apr 2 2017,3:00 pm,113,101
Houston Rockets,Phoenix Suns,Sun Apr 2 2017,9:00 pm,123,116
Utah Jazz,San Antonio Spurs,Sun Apr 2 2017,3:30 pm,103,109
Philadelphia 76ers,Toronto Raptors,Sun Apr 2 2017,6:00 pm,105,113
Portland Trail Blazers,Minnesota Timberwolves,Mon Apr 3 2017,7:00 pm,109,110
Orlando Magic,Cleveland Cavaliers,Tue Apr 4 2017,7:00 pm,102,122
Minnesota Timberwolves,Golden State Warriors,Tue Apr 4 2017,10:30 pm,107,121
Toronto Raptors,Indiana Pacers,Tue Apr 4 2017,7:00 pm,90,108
Denver Nuggets,New Orleans Pelicans,Tue Apr 4 2017,8:00 pm,134,131
Chicago Bulls,New York Knicks,Tue Apr 4 2017,8:00 pm,91,100
Milwaukee Bucks,Oklahoma City Thunder,Tue Apr 4 2017,8:00 pm,79,110
Brooklyn Nets,Philadelphia 76ers,Tue Apr 4 2017,7:00 pm,141,118
Dallas Mavericks,Sacramento Kings,Tue Apr 4 2017,10:30 pm,87,98
Memphis Grizzlies,San Antonio Spurs,Tue Apr 4 2017,8:30 pm,89,95
Portland Trail Blazers,Utah Jazz,Tue Apr 4 2017,9:00 pm,87,106
Charlotte Hornets,Washington Wizards,Tue Apr 4 2017,7:00 pm,111,118
Cleveland Cavaliers,Boston Celtics,Wed Apr 5 2017,8:00 pm,114,91
Miami Heat,Charlotte Hornets,Wed Apr 5 2017,7:00 pm,112,99
Toronto Raptors,Detroit Pistons,Wed Apr 5 2017,7:30 pm,105,102
Denver Nuggets,Houston Rockets,Wed Apr 5 2017,8:00 pm,104,110
Dallas Mavericks,Los Angeles Clippers,Wed Apr 5 2017,10:30 pm,101,112
Oklahoma City Thunder,Memphis Grizzlies,Wed Apr 5 2017,8:00 pm,103,100
Golden State Warriors,Phoenix Suns,Wed Apr 5 2017,10:00 pm,120,111
Los Angeles Lakers,San Antonio Spurs,Wed Apr 5 2017,8:30 pm,102,95
Boston Celtics,Atlanta Hawks,Thu Apr 6 2017,8:00 pm,116,123
Milwaukee Bucks,Indiana Pacers,Thu Apr 6 2017,7:00 pm,89,104
Washington Wizards,New York Knicks,Thu Apr 6 2017,7:30 pm,106,103
Brooklyn Nets,Orlando Magic,Thu Apr 6 2017,7:00 pm,107,115
Chicago Bulls,Philadelphia 76ers,Thu Apr 6 2017,7:00 pm,102,90
Minnesota Timberwolves,Portland Trail Blazers,Thu Apr 6 2017,10:30 pm,98,105
Atlanta Hawks,Cleveland Cavaliers,Fri Apr 7 2017,7:30 pm,114,100
San Antonio Spurs,Dallas Mavericks,Fri Apr 7 2017,8:30 pm,102,89
New Orleans Pelicans,Denver Nuggets,Fri Apr 7 2017,9:00 pm,106,122
Detroit Pistons,Houston Rockets,Fri Apr 7 2017,8:00 pm,114,109
Sacramento Kings,Los Angeles Lakers,Fri Apr 7 2017,10:30 pm,94,98
New York Knicks,Memphis Grizzlies,Fri Apr 7 2017,8:00 pm,88,101
Oklahoma City Thunder,Phoenix Suns,Fri Apr 7 2017,10:00 pm,99,120
Miami Heat,Toronto Raptors,Fri Apr 7 2017,7:30 pm,94,96
Minnesota Timberwolves,Utah Jazz,Fri Apr 7 2017,9:00 pm,113,120
Chicago Bulls,Brooklyn Nets,Sat Apr 8 2017,5:00 pm,106,107
Boston Celtics,Charlotte Hornets,Sat Apr 8 2017,6:00 pm,121,114
New Orleans Pelicans,Golden State Warriors,Sat Apr 8 2017,10:30 pm,101,123
Indiana Pacers,Orlando Magic,Sat Apr 8 2017,6:00 pm,127,112
Milwaukee Bucks,Philadelphia 76ers,Sat Apr 8 2017,7:00 pm,90,82
Utah Jazz,Portland Trail Blazers,Sat Apr 8 2017,10:00 pm,86,101
Los Angeles Clippers,San Antonio Spurs,Sat Apr 8 2017,8:30 pm,98,87
Miami Heat,Washington Wizards,Sat Apr 8 2017,7:00 pm,106,103
Cleveland Cavaliers,Atlanta Hawks,Sun Apr 9 2017,3:30 pm,125,126
Oklahoma City Thunder,Denver Nuggets,Sun Apr 9 2017,5:00 pm,106,105
Minnesota Timberwolves,Los Angeles Lakers,Sun Apr 9 2017,9:30 pm,109,110
Detroit Pistons,Memphis Grizzlies,Sun Apr 9 2017,6:00 pm,103,90
Toronto Raptors,New York Knicks,Sun Apr 9 2017,12:00 pm,110,97
Dallas Mavericks,Phoenix Suns,Sun Apr 9 2017,6:00 pm,111,124
Houston Rockets,Sacramento Kings,Sun Apr 9 2017,6:00 pm,135,128
Brooklyn Nets,Boston Celtics,Mon Apr 10 2017,7:30 pm,105,114
Orlando Magic,Chicago Bulls,Mon Apr 10 2017,8:00 pm,75,122
Washington Wizards,Detroit Pistons,Mon Apr 10 2017,8:00 pm,105,101
Utah Jazz,Golden State Warriors,Mon Apr 10 2017,10:30 pm,105,99
Houston Rockets,Los Angeles Clippers,Mon Apr 10 2017,10:30 pm,96,125
Cleveland Cavaliers,Miami Heat,Mon Apr 10 2017,7:30 pm,121,124
Charlotte Hornets,Milwaukee Bucks,Mon Apr 10 2017,8:00 pm,79,89
Indiana Pacers,Philadelphia 76ers,Mon Apr 10 2017,7:00 pm,120,111
San Antonio Spurs,Portland Trail Blazers,Mon Apr 10 2017,10:00 pm,98,99
Charlotte Hornets,Atlanta Hawks,Tue Apr 11 2017,7:30 pm,76,103
Denver Nuggets,Dallas Mavericks,Tue Apr 11 2017,8:30 pm,109,91
New Orleans Pelicans,Los Angeles Lakers,Tue Apr 11 2017,10:30 pm,96,108
Oklahoma City Thunder,Minnesota Timberwolves,Tue Apr 11 2017,8:00 pm,100,98
Phoenix Suns,Sacramento Kings,Tue Apr 11 2017,10:30 pm,104,129
Milwaukee Bucks,Boston Celtics,Wed Apr 12 2017,8:00 pm,94,112
Brooklyn Nets,Chicago Bulls,Wed Apr 12 2017,8:00 pm,73,112
Toronto Raptors,Cleveland Cavaliers,Wed Apr 12 2017,8:00 pm,98,83
Los Angeles Lakers,Golden State Warriors,Wed Apr 12 2017,10:30 pm,94,109
Minnesota Timberwolves,Houston Rockets,Wed Apr 12 2017,8:00 pm,118,123
Atlanta Hawks,Indiana Pacers,Wed Apr 12 2017,8:00 pm,86,104
Sacramento Kings,Los Angeles Clippers,Wed Apr 12 2017,10:30 pm,95,115
Dallas Mavericks,Memphis Grizzlies,Wed Apr 12 2017,8:00 pm,100,93
Washington Wizards,Miami Heat,Wed Apr 12 2017,8:00 pm,102,110
Philadelphia 76ers,New York Knicks,Wed Apr 12 2017,8:00 pm,113,114
Denver Nuggets,Oklahoma City Thunder,Wed Apr 12 2017,8:00 pm,111,105
Detroit Pistons,Orlando Magic,Wed Apr 12 2017,8:00 pm,109,113
New Orleans Pelicans,Portland Trail Blazers,Wed Apr 12 2017,10:30 pm,103,100
San Antonio Spurs,Utah Jazz,Wed Apr 12 2017,9:00 pm,97,101
Indiana Pacers,Cleveland Cavaliers,Sat Apr 15 2017,3:00 pm,108,109
Utah Jazz,Los Angeles Clippers,Sat Apr 15 2017,10:30 pm,97,95
Memphis Grizzlies,San Antonio Spurs,Sat Apr 15 2017,8:00 pm,82,111
Milwaukee Bucks,Toronto Raptors,Sat Apr 15 2017,5:30 pm,97,83
Chicago Bulls,Boston Celtics,Sun Apr 16 2017,6:30 pm,106,102
Portland Trail Blazers,Golden State Warriors,Sun Apr 16 2017,3:30 pm,109,121
Oklahoma City Thunder,Houston Rockets,Sun Apr 16 2017,9:00 pm,87,118
Atlanta Hawks,Washington Wizards,Sun Apr 16 2017,1:00 pm,107,114
Indiana Pacers,Cleveland Cavaliers,Mon Apr 17 2017,7:00 pm,111,117
Memphis Grizzlies,San Antonio Spurs,Mon Apr 17 2017,9:30 pm,82,96
Chicago Bulls,Boston Celtics,Tue Apr 18 2017,8:00 pm,111,97
Utah Jazz,Los Angeles Clippers,Tue Apr 18 2017,10:30 pm,91,99
Milwaukee Bucks,Toronto Raptors,Tue Apr 18 2017,7:00 pm,100,106
Portland Trail Blazers,Golden State Warriors,Wed Apr 19 2017,10:30 pm,81,110
Oklahoma City Thunder,Houston Rockets,Wed Apr 19 2017,8:00 pm,111,115
Atlanta Hawks,Washington Wizards,Wed Apr 19 2017,7:00 pm,101,109
Cleveland Cavaliers,Indiana Pacers,Thu Apr 20 2017,7:00 pm,119,114
San Antonio Spurs,Memphis Grizzlies,Thu Apr 20 2017,9:30 pm,94,105
Toronto Raptors,Milwaukee Bucks,Thu Apr 20 2017,8:00 pm,77,104
Boston Celtics,Chicago Bulls,Fri Apr 21 2017,7:00 pm,104,87
Houston Rockets,Oklahoma City Thunder,Fri Apr 21 2017,9:30 pm,113,115
Los Angeles Clippers,Utah Jazz,Fri Apr 21 2017,10:00 pm,111,106
Washington Wizards,Atlanta Hawks,Sat Apr 22 2017,5:30 pm,98,116
San Antonio Spurs,Memphis Grizzlies,Sat Apr 22 2017,8:00 pm,108,110
Toronto Raptors,Milwaukee Bucks,Sat Apr 22 2017,3:00 pm,87,76
Golden State Warriors,Portland Trail Blazers,Sat Apr 22 2017,10:30 pm,119,113
Boston Celtics,Chicago Bulls,Sun Apr 23 2017,6:30 pm,104,95
Cleveland Cavaliers,Indiana Pacers,Sun Apr 23 2017,1:00 pm,106,102
Houston Rockets,Oklahoma City Thunder,Sun Apr 23 2017,3:30 pm,113,109
Los Angeles Clippers,Utah Jazz,Sun Apr 23 2017,9:00 pm,98,105
Washington Wizards,Atlanta Hawks,Mon Apr 24 2017,8:00 pm,101,111
Golden State Warriors,Portland Trail Blazers,Mon Apr 24 2017,10:30 pm,128,103
Milwaukee Bucks,Toronto Raptors,Mon Apr 24 2017,7:00 pm,93,118
Oklahoma City Thunder,Houston Rockets,Tue Apr 25 2017,8:00 pm,99,105
Utah Jazz,Los Angeles Clippers,Tue Apr 25 2017,10:30 pm,96,92
Memphis Grizzlies,San Antonio Spurs,Tue Apr 25 2017,9:00 pm,103,116
Chicago Bulls,Boston Celtics,Wed Apr 26 2017,8:30 pm,97,108
Atlanta Hawks,Washington Wizards,Wed Apr 26 2017,6:00 pm,99,103
San Antonio Spurs,Memphis Grizzlies,Thu Apr 27 2017,9:30 pm,103,96
Toronto Raptors,Milwaukee Bucks,Thu Apr 27 2017,7:00 pm,92,89
Washington Wizards,Atlanta Hawks,Fri Apr 28 2017,7:30 pm,115,99
Boston Celtics,Chicago Bulls,Fri Apr 28 2017,8:00 pm,105,83
Los Angeles Clippers,Utah Jazz,Fri Apr 28 2017,10:30 pm,98,93
Washington Wizards,Boston Celtics,Sun Apr 30 2017,1:00 pm,111,123
Utah Jazz,Los Angeles Clippers,Sun Apr 30 2017,3:30 pm,104,91
Toronto Raptors,Cleveland Cavaliers,Mon May 1 2017,7:00 pm,105,116
Houston Rockets,San Antonio Spurs,Mon May 1 2017,9:30 pm,126,99
Washington Wizards,Boston Celtics,Tue May 2 2017,8:00 pm,119,129
Utah Jazz,Golden State Warriors,Tue May 2 2017,10:30 pm,94,106
Toronto Raptors,Cleveland Cavaliers,Wed May 3 2017,7:00 pm,103,125
Houston Rockets,San Antonio Spurs,Wed May 3 2017,9:30 pm,96,121
Utah Jazz,Golden State Warriors,Thu May 4 2017,10:30 pm,104,115
Boston Celtics,Washington Wizards,Thu May 4 2017,8:00 pm,89,116
San Antonio Spurs,Houston Rockets,Fri May 5 2017,9:30 pm,103,92
Cleveland Cavaliers,Toronto Raptors,Fri May 5 2017,7:00 pm,115,94
Golden State Warriors,Utah Jazz,Sat May 6 2017,8:30 pm,102,91
San Antonio Spurs,Houston Rockets,Sun May 7 2017,9:00 pm,104,125
Cleveland Cavaliers,Toronto Raptors,Sun May 7 2017,3:30 pm,109,102
Boston Celtics,Washington Wizards,Sun May 7 2017,6:30 pm,102,121
Golden State Warriors,Utah Jazz,Mon May 8 2017,9:00 pm,121,95
Houston Rockets,San Antonio Spurs,Tue May 9 2017,8:00 pm,107,110
Washington Wizards,Boston Celtics,Wed May 10 2017,8:00 pm,101,123
San Antonio Spurs,Houston Rockets,Thu May 11 2017,8:00 pm,114,75
Boston Celtics,Washington Wizards,Fri May 12 2017,8:00 pm,91,92
San Antonio Spurs,Golden State Warriors,Sun May 14 2017,3:30 pm,111,113
Washington Wizards,Boston Celtics,Mon May 15 2017,8:00 pm,105,115
San Antonio Spurs,Golden State Warriors,Tue May 16 2017,9:00 pm,100,136
Cleveland Cavaliers,Boston Celtics,Wed May 17 2017,8:30 pm,117,104
Cleveland Cavaliers,Boston Celtics,Fri May 19 2017,8:30 pm,130,86
Golden State Warriors,San Antonio Spurs,Sat May 20 2017,9:00 pm,120,108
Boston Celtics,Cleveland Cavaliers,Sun May 21 2017,8:30 pm,111,108
Golden State Warriors,San Antonio Spurs,Mon May 22 2017,9:00 pm,129,115
Boston Celtics,Cleveland Cavaliers,Tue May 23 2017,8:30 pm,99,112
Cleveland Cavaliers,Boston Celtics,Thu May 25 2017,8:30 pm,135,102
Cleveland Cavaliers,Golden State Warriors,Thu Jun 1 2017,9:00 pm,91,113
Cleveland Cavaliers,Golden State Warriors,Sun Jun 4 2017,8:00 pm,113,132
Golden State Warriors,Cleveland Cavaliers,Wed Jun 7 2017,9:00 pm,118,113
Golden State Warriors,Cleveland Cavaliers,Fri Jun 9 2017,9:00 pm,116,137
Cleveland Cavaliers,Golden State Warriors,Mon Jun 12 2017,9:00 pm,120,129
